Unnamed: 0,smile,rt,mol_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,aromatic_rings,heavy_atoms
32583,COc1cccc(CC(=O)N2CCC(C(O)=NCCc3csc(-c4cccs4)n3)CC2)c1,770.3,469.6320000000002,75.02,1,6,8,3,32
32584,Cc1oc(C2CCN(C(=O)Nc3ccc(F)cc3)CC2)nc1C(=O)N(C)C,683.9,374.4160000000002,78.67999999999999,1,4,3,2,27
32585,CCN=C(O)N1CCC2(CC1)c1nccn1-c1ccccc1CN2CC(C)C,623.4,381.52400000000017,56.89000000000001,1,4,3,2,28
32586,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2)cc1,858.2,349.3680000000001,109.62,1,5,5,2,24
32587,COC(=O)c1c(C)[nH]c(C(=O)N2CCC[C@H](C(O)=NCCCN3CCCC3)C2)c1C,583.5,418.53800000000035,98.23,2,5,7,1,30
32588,OC(CCNc1c(-c2cccc(F)c2)nc2cnccn12)=NCc1ccc(F)cc1F,776.2,425.4140000000001,74.81,2,5,7,4,31
32589,CCc1nc2cc(N3CCC[C@@H](C(O)=NCCN4CCCC4)C3)cnc2nc1CC,600.9,410.5660000000003,77.74,1,6,7,2,30
32590,CC(O)=Nc1ccc(OCC(=O)O)nc1,573.6,210.18899999999996,92.01,2,4,4,1,15
32591,CCn1c(C(O)=N[C@H](C)CCc2ccccc2)cc2sc(Cl)cc21,1269.9,360.91,37.519999999999996,1,3,6,3,24
32592,OC(=NCCN1CCCCC1)c1csc(-c2ccnc(N3CCOCC3)c2)n1,565.7,401.53600000000023,74.08000000000001,1,7,6,2,28
32593,CC(=O)N1CCc2cc(N3C[C@H](C(O)=NC4CCCCCC4)CC3=O)ccc21,723.3,383.49200000000025,73.21000000000001,1,3,3,1,28
32594,CN[C@H](Cc1ccccc1)c1ccc(OC)cc1,567.1,241.33399999999997,21.259999999999998,1,2,5,2,18
32595,Cc1cccc(N=C(O)Cn2ccc3ccn(C)c3c2=O)c1C,761.0,309.3690000000001,59.52,1,4,3,3,23
32596,Cc1noc(C)c1CC(=O)N1CCOc2ccc(N(C)C)cc2C1,584.4,329.4000000000001,58.81000000000001,0,5,3,2,24
32597,CN(CCCN=C(O)[C@H]1CCCN(c2ncc(-c3cccc(F)c3)cn2)C1)c1ccccc1,838.5,447.5580000000001,64.85,1,5,8,3,33
32598,Cc1cc(NC(=O)N2CC[C@@H](n3cnnc3C3CC3)C2)ccc1Br,692.1,390.28500000000014,63.050000000000004,1,4,3,2,24
32599,Cc1ccsc1C(=O)N1C[C@@H](F)C[C@H]1C(=O)N1CCCCC1,695.0,324.42100000000016,40.620000000000005,0,3,2,1,22
32600,Cc1cc(C)c(C)c(S(=O)(=O)N2CC[C@]3(CCN(c4cccnc4)C3)C2)c1C,761.5,399.5600000000001,53.510000000000005,0,4,3,2,28
32601,OC(=Nc1ccc(F)c(Cl)c1)C1CCN(C(O)=NCc2cccs2)CC1,764.1,395.8870000000001,68.42,2,3,4,2,26
32602,CCOc1ccc(-c2cc3c(=O)n(Cc4nc(-c5cccc(Br)c5)no4)ccn3n2)cc1,1200.0,492.333,87.45,0,8,6,5,32
32603,COc1ccc(-c2nc(=O)c3c([nH]2)CNCC3)cc1,552.8,257.29299999999995,67.00999999999999,2,4,2,2,19
32604,Cc1ccc(C(=O)N2CCC[C@H](COc3ccc(C(=O)NC(C)C)cc3)C2)cc1F,896.2,412.5050000000001,58.64,1,3,6,2,30
32605,COc1ccccc1CCN=C(O)CSc1ccc(-c2cccs2)nn1,802.2,385.51400000000007,67.6,1,6,8,3,26
32606,Cc1ccc([C@@H]2Cn3cnc(C(=O)N4CCC(C(O)=NCc5ccco5)CC4)c3CO2)cc1,729.0,448.52300000000025,93.09,1,6,5,3,33
32607,O=C([C@@H]1c2ccccc2CCN1C(=O)C1CC1)N1CCN(c2ccccc2F)CC1,947.1,407.48900000000015,43.86000000000001,0,3,3,2,30
32608,CCc1cccc(N=C(O)Cc2nnc3cc(-c4nc(C(C)C)no4)ccn23)c1,918.4,390.4470000000001,101.7,1,7,6,4,29
32609,CC[C@H]1Oc2ccc(S(=O)(=O)N3CCC(C(=O)N(C)c4ccc(C)cc4)CC3)cc2N=C1O,836.7,471.5790000000002,99.51,1,5,5,2,33
32610,C[C@H]1CN(C(=O)Nc2ccc(Cl)cc2)C[C@@H]1c1nc(-c2ccncc2)no1,821.1,383.83900000000006,84.15,1,5,3,3,27
32611,O=C1COc2cc(S(=O)(=O)N3CCC[C@H]3C(=O)N3CCOCC3)c(Cl)cc2N1,628.3,429.88200000000023,105.25,1,6,3,1,28
32612,CC[C@H]1Oc2ccc(S(=O)(=O)N3CCC(C(O)=NC4CCCCC4)CC3)cc2N=C1O,837.5,449.5730000000003,111.79,2,5,5,1,31
32613,COc1ccccc1Nc1c(-c2ccc(C)cc2)nc2cnccn12,954.4,330.391,51.45,1,5,4,4,25
32614,OC(=NC1CC1)C1CCN(c2nc3ccc(-c4ccc(F)cc4)nc3s2)CC1,878.2,396.49100000000016,61.61000000000001,1,5,4,3,28
32615,CCC(CC)C(=O)N1CCC[C@@H](Cn2c(C3CC3)nc3cccnc32)C1,682.3,354.49800000000005,51.02,0,4,6,2,26
32616,O=C([C@@H]1C[C@H](F)CN1C(=O)Nc1ccc(C(F)(F)F)cc1)N1CCCCC1,821.3,387.37700000000024,52.650000000000006,1,2,2,1,27
32617,CN=C(O)N=c1cc(C)n(Cc2ccccc2)[nH]1,737.9,244.298,65.67,2,2,2,2,18
32618,COc1ccc(N2C[C@H](NC(O)=NCCC3=CCCCC3)CC2=O)cc1,731.0,357.4540000000002,74.16,2,3,6,1,26
32619,COCc1cn(C2CN(C(=O)c3sc(C)nc3C)C2)nn1,589.1,307.3790000000001,73.14,0,7,4,2,21
32620,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(O)=NC3=O)c3ccccc3n2)CC1,673.5,438.49100000000027,97.71,2,5,3,4,33
32621,COc1cc(NC(O)=NCCc2nc3cccnc3n2-c2ccccc2)cc(OC)c1OC,681.9,447.49500000000023,103.02000000000001,2,7,8,4,33
32622,CCCN=C(O)[C@H]1CCCN(c2nc3ncn(CC(O)=NCc4ccc(C)cc4)c(=O)c3s2)C1,714.6,482.61000000000024,116.20000000000002,2,8,8,3,34
32623,Nc1cccc(C(=O)C[C@@]2(O)C(O)=Nc3ccc(Cl)cc32)c1,627.1,316.7440000000001,95.91000000000001,3,4,3,2,22
32624,Cc1ccc(N2CC[C@@H](N=C(O)Cc3cccs3)C2=O)cc1,827.0,314.4100000000001,52.9,1,3,4,2,22
32625,NC(=O)c1ccc2c(c1)CCCN2C(=O)c1ccc(Cl)cc1,704.2,314.77199999999993,63.400000000000006,1,2,2,2,22
32626,CCCN1C(=O)[C@H](CC(O)=NC[C@@H]2CCCO2)Sc2ncccc21,663.1,349.456,75.02000000000001,1,5,6,1,24
32627,O=C(CCCc1ccccc1)N1CCC[C@H]1c1nc(-c2ccccc2Cl)no1,1142.1,395.89000000000004,59.230000000000004,0,4,6,3,28
32628,CCN(CC)C(=O)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CO2,825.8,356.3970000000001,49.85000000000001,0,3,5,2,26
32629,CCOC(=O)C1CCN(C(=O)C2CCN(c3cnc4nccnc4c3)CC2)CC1,662.7,397.4790000000002,88.52,0,7,4,2,29
32630,COc1cc(CN2C[C@H]3C(=O)N(CCc4ccccc4)C(=O)[C@H]3C2)cc(OC)c1,753.2,394.4710000000002,59.08,0,5,7,2,29
32631,COC[C@@H]1CN(S(=O)(=O)c2cccc(C#N)c2)C[C@H]1c1ccncc1,630.2,357.4350000000001,83.29,0,5,5,2,25
32632,Cc1[nH]c(C(=O)N2CCC(CC(O)=NC3CCCCCC3)CC2)c(C)c1C(=O)OC(C)C,885.9,445.6040000000004,94.99,2,4,6,1,32
32633,COc1ccc2c(c1)C=C(C(O)=NCc1ccccc1OC)C=CO2,944.4,337.37500000000006,60.28,1,4,5,2,25
32634,CN1C(=O)c2cccnc2Sc2cc(N=C(O)Cc3ccc(F)cc3)ccc21,833.8,393.4430000000001,65.79,1,4,3,3,28
32635,Cc1ccccc1-c1noc([C@@H]2CCCN2C(O)=Nc2ccccc2F)n1,1023.3,366.396,74.75,1,4,3,3,27
32636,CCOC(=O)N1CCN(C(=O)c2cn(C[C@H](O)c3ccccc3)nn2)CC1,633.9,373.4130000000001,100.79,1,7,5,2,27
32637,O=C1C[C@@H](CN=C(O)Nc2ccccc2C(F)(F)F)CN1c1ccc2c(c1)OCO2,717.1,421.3750000000002,83.39,2,4,4,2,30
32638,CCOC(=O)c1nc(N2CCN(c3ccccn3)CC2)c2ccccc2n1,579.8,363.42100000000016,71.45,0,7,4,3,27
32639,O=S(=O)(c1ccccc1)N1CCN(CCN=C(O)c2c(F)cccc2Cl)CC1,573.8,425.9130000000001,73.21000000000001,1,4,6,2,28
32640,CCc1cccc(N=C(O)[C@@]2(C)Oc3cccnc3N=C2O)c1,703.5,311.341,87.30000000000001,2,4,3,2,23
32641,OC(=NCc1ccccn1)C1CCN(c2ncnc3c2oc2ccccc23)CC1,592.9,387.44300000000015,87.64,1,6,4,4,29
32642,CCn1cnc(S(=O)(=O)N2CCC(C(O)=NCc3ccccn3)CC2)c1,540.3,377.47000000000014,100.68,1,6,6,2,26
32643,Cc1nnc(CNC(=O)C(=O)N=c2cco[nH]2)o1,534.3,251.202,126.38000000000001,2,6,2,2,18
32644,O=C1[C@@H](N=C(O)c2ccccc2Br)CCN1c1ccccc1,766.4,359.22300000000007,52.9,1,2,3,2,22
32645,CCN=C(O)N1CCC[C@@H]1c1nc(-c2ccccc2OC)no1,698.4,316.36100000000005,83.98,1,5,4,2,23
32646,Cc1ccc2c(C(=O)N3CCN(Cc4ccccc4)CC3)cc(N=C(O)C(C)C)cc2n1,571.3,430.55200000000025,69.03,1,4,5,3,32
32647,Cc1cc(C)nc(SCc2ccc(C(=O)NCCc3c[nH]c4ccccc34)o2)n1,893.6,406.51100000000014,83.81,2,5,7,4,29
32648,Cn1ccnc1C(=O)N1CCCCCCN=C(O)[C@@H]2CCCC[C@@H]21,626.7,332.4480000000001,70.72,1,4,1,1,24
32649,COc1ccc(NC(=O)Cn2nc(N3CCOCC3)c3ccccc3c2=O)cc1,730.1,394.4310000000001,85.69,1,7,5,3,29
32650,CC(C)c1ccc2nc3ccc(C(O)=NCCN(C)C)cn3c(=O)c2c1,630.8,352.43800000000005,70.20000000000002,1,5,5,3,26
32651,Cc1nnc(-c2n[nH]c(=NCc3ccccc3Cl)c3ccccc23)o1,909.2,351.7970000000001,79.96,1,5,3,4,25
32652,CN(C)C[C@@H]1CN(c2ncccn2)C[C@H]1NC(O)=NCc1ccco1,550.1,344.41900000000015,90.02000000000001,2,6,6,2,25
32653,Cc1ccc2[nH]c(C(=O)N3CCC(C)CC3)cc(=Nc3ccc(N(C)C)cc3)c2c1,745.4,402.5420000000001,51.7,1,3,3,3,30
32654,CC(C)n1cnnc1-c1nn(C)c2c1CN(C(=O)CC1CCCC1)CC2,732.4,356.4740000000003,68.84,0,6,4,2,26
32655,Cc1cc(C)cc(N=C(O)CSc2nccc(N3CCN(c4cc(C)ccc4C)CC3)n2)c1,989.1,461.63500000000033,64.85000000000001,1,6,6,3,33
32656,O=C(C1CC1)N1CCOc2ccc(CCC(O)=N[C@@H]3CCS(=O)(=O)C3)cc2C1,617.2,406.50400000000025,96.27000000000001,1,5,5,1,28
32657,CC(C)NC[C@H](O)COc1cccc2ccccc12,720.0,259.34900000000005,41.489999999999995,2,3,6,2,19
32658,Cc1cc2c(cc1S(=O)(=O)N1CCC(C(O)=NCc3ccccc3Cl)CC1)OCC(=O)N2,789.1,477.9700000000003,108.30000000000001,2,5,5,2,32
32659,O=C(c1ccccc1)N1CCN(S(=O)(=O)c2cc3c4c(c2)CCC(=O)N4CCC3)CC1,789.4,439.5370000000004,78.0,0,4,3,2,31
32660,Cc1ccc(CNC(=O)c2nc3cccnc3n(CC(C)C)c2=O)cc1,1009.2,350.42200000000014,76.88,1,5,5,3,26
32661,Cc1noc(-c2ccc(=O)n(C(C)C)n2)n1,714.7,220.232,73.81,0,6,2,2,16
32662,CCN=C(O)[C@H]1CCc2sc(C(=O)N3CCCCCC3)cc2C1,748.5,334.4850000000001,52.900000000000006,1,3,3,1,23
32663,Cc1ncoc1C(=O)N1CC[C@@H](c2noc(-c3cnccn3)n2)C1,620.3,326.31600000000003,111.04,0,8,3,3,24
32664,COc1ccccc1N1C(=O)[C@H]2ON(c3ccccc3)[C@H](c3cccc([N+](=O)[O-])c3)[C@H]2C1=O,615.3,445.43100000000015,102.22,0,7,5,3,33
32665,CCOC(=O)c1c(O)nc2cc(Cl)ccc2c1NCCC(C)C,899.8,336.8190000000001,71.45,2,5,6,2,23
32666,COc1ccc(-c2cn3c(CC(O)=Nc4cccc(C#N)c4)csc3n2)cc1,756.3,388.45200000000006,82.91000000000001,1,6,5,4,28
32667,O=C1C(Cl)=C(NCCc2ccccc2)C(=O)c2ccccc21,1186.3,311.76800000000003,46.17,1,3,4,2,22
32668,CCOC(=O)C1CCN(C(=O)c2ccc3c(c2)N(CC(=O)N2CCCC2)C(=O)CO3)CC1,678.4,443.50000000000045,96.46,0,6,5,1,32
32669,COC(=O)c1ccc(N2Cc3cc(Cl)ccc3OCC2=O)cc1,876.9,331.7550000000001,55.839999999999996,0,4,2,2,23
32670,Cn1cc(C(=O)N2CCOCC2)cc(NC(=O)c2cccs2)c1=O,596.4,347.396,80.64,1,6,3,2,24
32671,O=C(O)c1cc2cc(Cl)ccc2[nH]1,740.3,195.60500000000002,53.089999999999996,2,1,1,2,13
32672,Clc1cc(Cl)cc(-c2ccc(CNCc3cccnc3)o2)c1,733.0,333.218,38.06,1,3,5,3,22
32673,CC(C)CN=C(O)CCc1nc2ccccc2n(CC(O)=NCCc2ccc(Cl)cc2)c1=O,854.6,468.9850000000003,100.07,2,5,10,3,33
32674,CCn1c(=O)c(SCC(O)=NCCN(C)Cc2ccccc2)nc2ccccc21,641.4,410.543,70.72,1,6,9,3,29
32675,Cc1ccc(-c2cn3cccnc3n2)cc1N=C(O)c1cccc(Br)c1,723.2,407.2710000000001,62.78,1,4,3,4,26
32676,Cc1ccc(N=C(O)C(=O)N[C@H](C)c2ccccc2)cc1C,1008.8,296.37000000000006,61.690000000000005,2,2,3,2,22
32677,O=C(NCCN1CCOCC1)c1ccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)o1,605.1,466.55700000000024,72.53,1,6,7,3,34
32678,CCc1nc2nc3c(cn2n1)C(=O)CC(C)(C)C3,693.4,244.29799999999994,60.15,0,5,1,2,18
32679,COc1cccc(-n2c(N3CCC[C@H](C(O)=NCCc4cccs4)C3)nc3ccsc3c2=O)c1,879.0,494.64200000000017,79.94999999999999,1,8,7,4,34
32680,Cc1nnc(-c2coc(S(=O)(=O)N3CCN(CC(C)C)CC3)c2)o1,586.9,354.4320000000001,92.67999999999999,0,7,5,2,24
32681,CSc1cccc(N=C(O)[C@@H]2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)c1,865.7,436.5850000000003,79.43,1,7,4,3,31
32682,O=S(=O)(c1cc(C(O)=Nc2ncccn2)ccc1Cl)N1CCOCC1,611.0,382.82900000000024,104.98,1,6,4,2,25
32683,Cc1ccc(-c2nc(CN3C(=O)[C@@](O)(c4ccccc4)c4ccccc43)c(C)o2)cc1,1122.0,410.4730000000002,66.57000000000001,1,4,4,4,31
32684,CN1C(=O)c2cc(S(=O)(=O)Nc3cc(F)cc(F)c3)ccc2Oc2cccnc21,935.5,417.39300000000014,88.60000000000001,1,5,3,3,29
32685,OC(=NCc1ccc(Br)cc1)[C@@H]1CCCN(c2ncc(-c3ccc(F)cc3)cn2)C1,1121.9,469.3580000000002,61.61000000000001,1,4,5,3,30
32686,O=C(C1CC1)N(C1CCOCC1)C1CCN(C(O)=Nc2ccccc2)CC1,697.4,371.4810000000001,65.37,1,3,4,1,27
32687,Fc1ccc(Cl)cc1-c1nc(N=c2cc[nH]cc2)c2nccnc2n1,647.8,352.7600000000001,79.71,1,5,2,4,25
32688,CCC[C@@H](N=C(O)Cc1ccc(C)cc1)C(O)=Nc1nc2ccccc2[nH]1,721.5,364.44900000000007,93.86000000000001,3,3,7,3,27
32689,O=C(c1cccn1Cc1noc(-c2ccc(Cl)cc2)n1)N1CCCC1,1023.6,356.81300000000016,64.16,0,5,4,3,25
32690,Cc1ccccc1-n1c(-c2ccc(Cl)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1019.0,419.87200000000024,66.22999999999999,0,7,2,5,30
32691,COc1ccc(-c2nsc(SCC(=O)N3CCCCCC3)n2)cc1,846.4,363.5080000000002,55.32,0,6,5,2,24
32692,Cc1cc(C)cc(-c2nnc(Cc3nc(-c4ccccc4C)no3)o2)c1,1196.7,346.3900000000001,77.84,0,6,4,4,26
32693,C[C@H]1CC[C@@H](N=C(O)[C@@H]2CCCN(c3cnnc(O)c3)C2)CC1,680.1,318.4210000000001,81.84,2,5,3,1,23
32694,Cc1ccc(C)c(N2C(=O)CN(S(C)(=O)=O)C[C@]2(C)C(O)=NCc2ccc(F)cc2)c1,840.0,447.53200000000015,90.28,1,4,5,2,31
32695,COc1ccc(F)cc1S(=O)(=O)N1CC(F)(F)C[C@H]1CN1CCc2ccccc2C1,739.1,440.48700000000025,49.85000000000001,0,4,5,2,30
32696,CCc1ccc(NC(=O)c2c(C)sc3ncnc(N4CCCC4)c23)cc1,974.7,366.49000000000024,58.120000000000005,1,5,4,3,26
32697,O=c1c2cc(-c3ccc(F)cc3)nn2ccn1Cc1noc(CN2CCCC2)n1,638.3,394.41000000000025,81.46000000000001,0,8,5,4,29
32698,CCN=C(O)c1csc(N2CCCC2)n1,722.6,225.31699999999992,48.720000000000006,1,4,3,1,15
32699,CCN1c2cc(Cl)ccc2C(O)=NC12CCN(C(O)=Nc1ccc(C)cc1C)CC2,967.5,426.9480000000002,71.66,2,3,2,2,30
32700,Cc1ccc(SCc2cc(O)nc(Nc3nc(C)c4cc(C)c(C)cc4n3)n2)cc1,1129.5,417.53800000000024,83.82000000000001,2,7,5,4,30
32701,Cc1ccc(CN2CCC(C(=O)N3CCCCCCN=C(O)CC3)CC2)s1,594.7,391.5810000000002,56.14,1,4,3,1,27
32702,COCCCN=C(O)[C@@H]1c2ccccc2CC(=O)N1Cc1ccccc1,788.9,352.4340000000001,62.13,1,3,7,2,26
32703,O=C(c1ccc(S(=O)(=O)NCc2cccnc2)o1)N1CCN(c2ccccc2F)CC1,623.8,444.4880000000003,95.74999999999999,1,6,6,3,31
32704,OC(=NCC1(c2cccs2)CC1)c1ccsc1,790.6,263.38699999999994,32.59,1,3,4,2,17
32705,COC(=O)c1sc2ncccc2c1N=C(O)c1cccc(C)c1,971.6,326.37700000000007,71.78,1,5,3,3,23
32706,Cc1ccc(CN=C(O)c2cc3n(n2)C[C@@](C)(C(O)=NC2CCCCC2)N(C)C3=O)cc1,604.8,437.5440000000003,103.31,2,5,5,2,32
32707,CCN(CC)c1ccc(NC(=O)[C@H]2CCCN(C(=O)c3cc(C)cc(C)c3)C2)c(C)c1,659.4,421.5850000000002,52.650000000000006,1,3,6,2,31
32708,O=C(NC1CCCCC1)c1ccc2c(c1)CCN2C(=O)C1CC1,823.7,312.4130000000001,49.410000000000004,1,2,3,1,23
32709,CC(C)Cn1c(=O)c(N2CCN(C(O)=NCc3ccc(F)cc3)CC2)nc2ccncc21,667.8,438.5070000000001,86.85000000000001,1,6,5,3,32
32710,CN(C)S(=O)(=O)c1ccc2c(c1)N(CC(=O)N1CCN(c3ccccn3)CC1)CCS2,640.1,461.6130000000003,77.06,0,7,5,2,31
32711,Cc1nc(SCC(O)=NCc2ccccc2Cl)cc(-c2ccccn2)n1,847.9,384.89200000000005,71.26,1,5,6,3,26
32712,COCCN1CC[C@H](N2CCCN(C(=O)c3ccc(F)c(Cl)c3)CC2)C1=O,573.3,397.8780000000001,53.09,0,4,5,1,27
32713,OC(CSc1nnc([C@@H]2COc3ccccc3O2)o1)=NCc1ccco1,648.2,373.39000000000016,103.11000000000001,1,8,6,3,26
32714,O=c1n(CC(O)=NCc2ccco2)nc2c3cc(-c4ccc(F)cc4)nn3ccn12,795.7,406.37700000000007,102.33,1,8,5,5,30
32715,O=C(c1ccoc1)N1CCN(C(=O)c2nnn3c2CO[C@H](c2ccccc2)C3)CC1,766.7,407.43000000000023,93.7,0,7,3,3,30
32716,Cc1ccc2c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(N=C(O)C(C)C)cc2n1,618.1,432.5240000000001,87.05000000000001,2,5,5,3,32
32717,Cc1cc(N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2nncn12,628.6,386.84300000000013,75.86,0,7,4,3,27
32718,CCOc1ccc(-c2nc(CN3C(=O)[C@@](O)(c4ccccc4)c4ccccc43)c(C)o2)cc1,1107.7,440.49900000000014,75.8,1,5,6,4,33
32719,COc1ccc(-n2cc(C(=O)O)nn2)cc1OC,637.5,249.226,86.47,1,6,4,2,18
32720,CCN1C(=O)COc2cc(-c3noc(C(=O)NCCC(C)C)n3)ccc21,979.1,358.3980000000001,97.56000000000002,1,6,6,2,26
32721,O=c1c2cc(-c3ccc4c(c3)OCO4)nn2ccn1Cc1nc(-c2cccc(Cl)c2)no1,1084.7,447.83800000000014,96.68,0,9,4,5,32
32722,CCc1nnc2ccc(-c3noc(Cc4ccc(Cl)cc4)n3)cn12,932.1,339.78599999999994,69.11,0,6,4,4,24
32723,c1ccc(-c2nnc(-c3ccc(-n4ccnc4)nc3)o2)cc1,638.6,289.29800000000006,69.63,0,6,3,4,22
32724,O=C1COc2cc(Cl)ccc2N1CC(O)=NC1CC1,713.8,280.71100000000007,62.129999999999995,1,3,3,1,19
32725,O=C(c1csc(S(=O)(=O)N2CCC(C(O)=NC3CCCC3)CC2)c1)N1CCCCCC1,836.2,467.6570000000005,90.28,1,5,5,1,31
32726,O=C(Cn1ncc2c3ccccc3n(Cc3ccc(F)cc3)c2c1=O)N1CCN(c2ccccn2)CC1,688.9,496.54600000000033,76.26,0,7,5,5,37
32727,CCCn1cc(S(=O)(=O)Nc2ccc(F)cc2C)c2cccnc21,925.5,347.4150000000001,63.99,1,4,5,3,24
32728,Cc1cccc(N2CCN(C(=O)Cn3ccc4ccc(N5CCOCC5)nc43)CC2)c1C,1110.6,433.5560000000004,53.84,0,6,4,3,32
32729,COc1ccccc1C(O)=Nc1cccc(Cl)c1,964.3,261.70799999999997,41.82,1,2,3,2,18
32730,Cc1noc(C)c1CN1CCC(N=C(O)c2ccc3c(c2)OCO3)CC1,590.4,357.4100000000002,80.32000000000001,1,6,4,2,26
32731,Cc1cc(C)cc(C(O)=N[C@H]2CCN(c3cc(-c4ccc(F)cc4)[nH]n3)C2)c1,795.4,378.451,64.51,2,3,4,3,28
32732,COc1ccc(NC(=O)c2cc3c(=O)oc4ccccc4c3n2C)cc1OC,849.7,378.3840000000001,82.7,1,6,4,4,28
32733,O=S1(=O)N=CN(c2ccc(F)cc2)c2ncccc21,737.9,277.28000000000003,62.63,0,4,1,2,19
32734,Cc1ccc2c(Nc3ccc(S(N)(=O)=O)cc3)c(C(=O)N3CCCC[C@H]3C)cnc2n1,590.4,439.54100000000034,118.27999999999999,2,6,4,3,31
32735,COC(CNC(=O)c1cc(C)nn1-c1ccccc1)OC,658.9,289.33500000000004,65.38,1,5,6,2,21
32736,CCCOc1ccc(CN(C(=O)Cc2coc3ccc(C)cc23)[C@@H]2CCS(=O)(=O)C2)cc1,1133.4,455.5760000000002,76.82,0,5,8,3,32
32737,COc1cccc(-c2noc(Cn3nc4ccc(-c5ccc(C)c(C)c5)nn4c3=O)n2)c1OC,968.6,458.47800000000024,109.57,0,10,6,5,34
32738,CCn1cnc(S(=O)(=O)N2CCC(C(O)=NCc3ccc(OC)cc3)CC2)c1,673.8,406.5080000000002,97.02000000000001,1,6,7,2,28
32739,CCc1ccc(NC(=O)Cn2cnc3nc(N4CCC(C(O)=NC5CC5)CC4)sc3c2=O)cc1,707.8,480.5940000000003,112.71000000000001,2,8,7,3,34
32740,N=C(O)C1CCN(C(O)=NC2CCCCC2)CC1,583.8,253.34599999999992,79.91,3,2,2,0,18
32741,CCN=C(O)N1CCC[C@H](c2cccc(C(O)=NC3CCCCCC3)c2)C1,876.3,371.5250000000003,68.42,2,2,4,1,27
32742,COc1ccc(-c2cn3ccn(-c4ccc(OC)c(OC)c4)c(=O)c3n2)cc1,732.2,377.40000000000015,66.99000000000001,0,7,5,4,28
32743,CCCc1ccc(S(=O)(=O)N2CCC(n3cnc4ccc(C)cc4c3=O)CC2)cc1,1096.8,425.5540000000002,72.27000000000001,0,5,5,3,30
32744,COc1ccc(Cl)cc1N=C(O)N1CCC[C@@H](Cn2cnc3cccnc32)C1,760.6,399.8820000000001,75.77000000000001,1,5,4,3,28
32745,OC(=Nc1ccc2c(c1)OCCO2)[C@H]1CCCN(c2ncc(-c3cccc(F)c3)cn2)C1,1037.0,434.47100000000006,80.07000000000001,1,6,4,3,32
32746,CCn1ccc(C(=O)N2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCC(=O)N2CCOCC2)n1,580.2,457.6190000000003,70.91000000000001,0,6,6,1,33
32747,Cc1c(C)n(-c2ccc(Cl)cc2)c2ncn(CC(O)=NC3CCCCC3)c(=O)c12,644.0,412.9210000000003,72.41,1,5,4,3,29
32748,C=CCN1C[C@H](c2nc3ccccc3n2C[C@H](O)COc2cccc(C)c2)CC1=O,721.2,405.4980000000002,67.59,1,5,8,3,30
32749,CCn1nccc1-c1cccc(-c2noc(-c3ccc(C)c(C)c3)n2)c1,1415.4,344.41800000000006,56.74,0,5,4,4,26
32750,Cc1nn2c(CNS(=O)(=O)c3ccc(C(C)C)cc3)c(-c3ccccc3)nc2s1,1012.4,426.5670000000001,76.36,1,6,6,4,29
32751,Cc1ccc(-c2nc3sc(N4CCCCC4)nn3c2NC(=O)[C@@H]2CCCO2)cc1,900.7,411.5310000000002,71.76,1,7,4,3,29
32752,CCc1nnc(-c2nnc(N3CCCC3)c3ccccc23)o1,624.7,295.346,67.94,0,6,3,3,22
32753,CCc1nnc([C@H]2CN(C)CC23CCN(S(=O)(=O)c2cccc(Cl)c2)CC3)o1,645.4,424.9540000000002,79.54,0,6,4,2,28
32754,Cc1ccccc1N1O[C@H]2C(=O)N(c3ccc(F)cc3)C(=O)[C@H]2[C@@H]1c1ccncc1,670.7,403.4130000000001,62.74,0,5,3,3,30
32755,OC(COc1ccc2ccccc2c1)=NCC1CCN(C2CCCC2)CC1,590.3,366.5050000000002,45.06,1,3,6,2,27
32756,CN(C)CCCc1cc(C(O)=Nc2ccc(-c3ccncc3)cc2)ccc1O,580.2,375.47200000000004,68.95,2,4,7,3,28
32757,Cc1ccc(C(=O)N2CC[C@H](c3nc4ccncc4n3CC(C)C)C2)s1,569.1,368.50600000000014,51.02,0,5,4,3,26
32758,CCc1cccc(N=C(O)Cn2nc3cc(C)nc(N4CCCC4)n3c2=O)c1,797.8,380.4520000000002,88.02000000000001,1,7,5,3,28
32759,COc1ccc(CC(=O)N2CCN(c3ccc(-c4nc(C)cs4)cn3)CC2)cc1,851.1,408.5270000000001,58.56,0,6,5,3,29
32760,COc1cccc(CN2CCC3(CC[C@H]3O)CC2)c1OC,572.5,291.39099999999996,41.93000000000001,1,4,4,1,21
32761,C[C@H](N=C(O)Cc1cc(F)cc(F)c1)C(O)=N[C@H](C(=O)OC(C)(C)C)c1ccccc1,943.7,432.4670000000002,91.48,2,4,7,2,31
